Wall time,Step,Value
1502131585.5181642,95,0.12974706292152405
1502131587.0566628,96,0.11292948573827744
1502131588.6191647,97,0.12661054730415344
1502131590.152663,98,0.11060149222612381
1502131591.6771638,99,0.17699353396892548
1502131593.1991632,100,0.16270436346530914
1502131594.717666,101,0.11075882613658905
1502131596.262153,102,0.11426189541816711
1502131597.8451529,103,0.095235176384449
1502131599.4286518,104,0.108070507645607
1502131601.070602,105,0.15691401064395905
1502131602.729602,106,0.10198366641998291
1502131604.3376021,107,0.13028119504451752
1502131605.9986024,108,0.15230166912078857
1502131607.567603,109,0.12397131323814392
1502131608.5526018,110,0.15341892838478088
1502131610.1231024,111,0.12292365729808807
1502131611.7121027,112,0.11511547118425369
1502131613.3176038,113,0.11470095813274384
1502131614.8301802,114,0.10444536805152893
1502131616.3716812,115,0.1015855148434639
1502131617.8916807,116,0.11040879040956497
1502131619.5036812,117,0.12108626216650009
1502131621.0576835,118,0.11029504239559174
1502131622.6306813,119,0.10418526083230972
1502131624.173684,120,0.08693625777959824
1502131625.7311814,121,0.09893154352903366
1502131627.3082812,122,0.11232280731201172
1502131628.8677826,123,0.09237635135650635
1502131630.4577813,124,0.10857731103897095
1502131632.2027805,125,0.1493477076292038
1502131633.8587835,126,0.07880818098783493
1502131635.4087808,127,0.09233082830905914
1502131636.9342835,128,0.08373644202947617
1502131638.4952812,129,0.08695721626281738
1502131640.0792806,130,0.097835473716259
1502131641.612785,131,0.16226717829704285
1502131643.2322807,132,0.08384263515472412
1502131644.8002827,133,0.11517162621021271
1502131646.3682816,134,0.11731759458780289
1502131647.9117818,135,0.08342736214399338
1502131649.4507854,136,0.10432159155607224
1502131651.0367823,137,0.08676104992628098
1502131652.6142814,138,0.12242156267166138
1502131654.2192874,139,0.07169529050588608
1502131655.8267825,140,0.12500722706317902
1502131657.4232824,141,0.11300590634346008
1502131659.026282,142,0.0917259082198143
1502131660.6322844,143,0.12039974331855774
1502131662.187782,144,0.12875904142856598
1502131663.766783,145,0.10030802339315414
1502131665.4802823,146,0.1004694402217865
1502131666.3857822,147,0.10478103160858154
1502131667.9947827,148,0.09228825569152832
1502131669.589285,149,0.10060447454452515
1502131671.128785,150,0.11673257499933243
1502131672.7167828,151,0.09929529577493668
1502131674.2537827,152,0.10469028353691101
1502131675.8087838,153,0.08033252507448196
1502131677.363783,154,0.0904785543680191
1502131678.9057834,155,0.10213271528482437
1502131680.4525845,156,0.1308060884475708
1502131682.0715847,157,0.09935639798641205
1502131683.688084,158,0.08032967895269394
1502131685.4870844,159,0.08316829055547714
1502131687.0710843,160,0.07200305163860321
1502131688.659086,161,0.08785645663738251
1502131690.187288,162,0.08429734408855438
1502131691.7273092,163,0.06790007650852203
1502131693.2678084,164,0.06798595190048218
1502131694.8483093,165,0.08185667544603348
1502131696.4293094,166,0.13658955693244934
1502131697.9788089,167,0.07304751873016357
1502131699.548171,168,0.18507573008537292
1502131701.1711702,169,0.11965174227952957
1502131702.7366743,170,0.12187328189611435
1502131704.3802018,171,0.08980626612901688
1502131706.1057012,172,0.08951721340417862
1502131707.677203,173,0.10474568605422974
1502131709.2917013,174,0.07568927109241486
1502131710.888202,175,0.059806812554597855
1502131712.5087013,176,0.10019398480653763
1502131714.095201,177,0.09991845488548279
1502131715.6547027,178,0.09776569902896881
1502131717.2197027,179,0.09049323946237564
1502131718.7557018,180,0.139700785279274
1502131720.3057017,181,0.07703889161348343
1502131721.905722,182,0.10793125629425049
1502131723.5187213,183,0.11199088394641876
1502131724.439221,184,0.06543074548244476
1502131726.0447206,185,0.08250731229782104
1502131727.6272202,186,0.12368234992027283
1502131729.2212214,187,0.10109023004770279
1502131730.815721,188,0.11542920023202896
1502131732.4302227,189,0.0731549933552742
1502131734.0457203,190,0.07003044337034225
1502131735.6337206,191,0.1338207721710205
1502131737.2472215,192,0.1219177171587944
1502131738.837721,193,0.0919003039598465
1502131740.4227211,194,0.08651062101125717
1502131742.0562663,195,0.11297013610601425
1502131743.6762664,196,0.07198650389909744
1502131745.2712662,197,0.10986251384019852
1502131746.8562675,198,0.0877927914261818
1502131748.4457684,199,0.058506883680820465
1502131750.0337677,200,0.11323758959770203
1502131751.5982673,201,0.0786474198102951
1502131753.1832676,202,0.07331321388483047
1502131754.7452672,203,0.11892877519130707
1502131756.342268,204,0.06227751821279526
1502131758.027268,205,0.07769870012998581
1502131759.5777698,206,0.0952834039926529
1502131761.19827,207,0.08091888576745987
1502131762.8042696,208,0.08965526521205902
1502131764.370268,209,0.07343334704637527
1502131765.9662695,210,0.06979396939277649
1502131767.7632692,211,0.057519227266311646
1502131769.4372675,212,0.06812136620283127
1502131771.0267682,213,0.0724727064371109
1502131772.6362677,214,0.08101905882358551
1502131774.1747684,215,0.06598722189664841
1502131775.7957683,216,0.08716658502817154
1502131777.3737707,217,0.06617119908332825
1502131778.9345593,218,0.08275429159402847
1502131780.503059,219,0.09352097660303116
1502131782.104556,220,0.07065006345510483
1502131782.9965587,221,0.1070270910859108
1502131784.5705552,222,0.0615241713821888
1502131786.135056,223,0.09360934793949127
1502131787.8005936,224,0.11502531170845032
1502131789.4015965,225,0.07728011161088943
1502131791.110097,226,0.06654293090105057
1502131792.7601378,227,0.08486855030059814
1502131794.5036516,228,0.06748379021883011
1502131796.1361449,229,0.06873084604740143
1502131797.760144,230,0.08438224345445633
1502131799.411643,231,0.06333593279123306
1502131800.9761443,232,0.10090279579162598
1502131802.6316447,233,0.07680688798427582
1502131804.3066442,234,0.06517403572797775
1502131805.983415,235,0.0628582164645195
1502131807.6309147,236,0.0770397037267685
1502131809.256914,237,0.08504818379878998
1502131810.8529165,238,0.06403423100709915
1502131812.4944146,239,0.08216411620378494
1502131814.124505,240,0.06370987743139267
1502131815.6805081,241,0.07804412394762039
1502131817.2330048,242,0.05823890492320061
1502131818.791007,243,0.07344387471675873
1502131820.3657446,244,0.05993504822254181
1502131821.920744,245,0.06369978934526443
1502131823.4763672,246,0.07262541353702545
1502131825.0278697,247,0.05928509309887886
1502131826.6158674,248,0.057505980134010315
1502131828.1743667,249,0.0537952221930027
1502131829.7268696,250,0.08509492129087448
1502131831.3318777,251,0.06893971562385559
1502131832.8883784,252,0.08617283403873444
1502131834.4408813,253,0.08702642470598221
1502131835.99738,254,0.07144822180271149
1502131837.563378,255,0.07297193259000778
1502131839.1518788,256,0.053500689566135406
1502131840.735878,257,0.08430461585521698
1502131841.60588,258,0.06196407228708267
1502131843.1774023,259,0.0587049163877964
1502131844.7444017,260,0.07274670153856277
1502131846.3074017,261,0.07567420601844788
1502131847.8694017,262,0.08359343558549881
1502131849.430903,263,0.05859583243727684
1502131850.984902,264,0.07548468559980392
1502131852.5489035,265,0.05901886895298958
1502131854.1195672,266,0.07391685247421265
1502131855.7255652,267,0.05519016459584236
1502131857.3655643,268,0.07040295749902725
1502131859.0145652,269,0.059108249843120575
1502131860.6245651,270,0.06889542937278748
1502131862.1930654,271,0.05704942345619202
1502131863.7626736,272,0.05593394860625267
1502131865.3706424,273,0.05909779667854309
1502131867.0656433,274,0.05033690109848976
1502131868.6476421,275,0.07237757742404938
1502131870.2286441,276,0.04438520222902298
1502131871.8176446,277,0.06029044836759567
1502131873.4476452,278,0.09054020792245865
1502131875.031143,279,0.07674917578697205
1502131876.6131432,280,0.06365028768777847
1502131878.1931455,281,0.06439393013715744
1502131879.7764707,282,0.05286777392029762
1502131881.3759687,283,0.05536327511072159
1502131883.0944703,284,0.05588536709547043
1502131884.801471,285,0.07149269431829453
1502131886.5159702,286,0.06372316181659698
1502131888.1734698,287,0.06012563407421112
1502131889.84297,288,0.08593299984931946
1502131891.4353633,289,0.07392469048500061
1502131893.0553634,290,0.06794240325689316
1502131894.650863,291,0.07334888726472855
1502131896.2598639,292,0.08499293774366379
1502131897.8868656,293,0.07834746688604355
1502131899.5423648,294,0.049942582845687866
1502131900.4303634,295,0.08659586310386658
1502131902.0323641,296,0.061716463416814804
1502131903.6293633,297,0.05961611494421959
1502131905.224864,298,0.054192040115594864
1502131906.8103666,299,0.056136604398489
1502131908.4120276,300,0.06331212818622589
1502131910.00603,301,0.04428742453455925
1502131911.6050284,302,0.053900837898254395
1502131913.2115295,303,0.06423432379961014
1502131914.8960283,304,0.05075407773256302
1502131916.503529,305,0.08806519210338593
1502131918.132529,306,0.04728437960147858
1502131919.7265284,307,0.08278004825115204
1502131921.3760376,308,0.07452967017889023
1502131923.031537,309,0.05467439070343971
1502131924.6680384,310,0.07311806827783585
1502131926.2775385,311,0.06352706998586655
1502131927.8820403,312,0.057970136404037476
1502131929.488038,313,0.06101963296532631
1502131931.0905395,314,0.059762805700302124
1502131932.7076764,315,0.05640307441353798
1502131934.3081758,316,0.05347617343068123
1502131935.9161768,317,0.05714944005012512
1502131937.5826747,318,0.08007773756980896
1502131939.2256749,319,0.040365707129240036
1502131940.8606746,320,0.0688575804233551
1502131942.522179,321,0.03763708472251892
1502131944.195056,322,0.055112794041633606
1502131945.841058,323,0.06686335802078247
1502131947.4470558,324,0.05695689842104912
1502131949.0640557,325,0.0617864690721035
1502131950.6755586,326,0.041189633309841156
1502131952.2750561,327,0.07826779782772064
1502131953.906168,328,0.046168308705091476
1502131955.506168,329,0.07068898528814316
1502131957.1221683,330,0.0666036382317543
1502131958.7266672,331,0.06672952324151993
1502131959.615168,332,0.10477491468191147
1502131961.241168,333,0.04463247209787369
1502131962.8336723,334,0.04737386852502823
1502131964.4551678,335,0.05103667825460434
1502131966.070572,336,0.07039009034633636
1502131967.6744034,337,0.06011239439249039
1502131969.2979043,338,0.05763112008571625
1502131970.9204037,339,0.04767260327935219
1502131972.640905,340,0.05063261836767197
1502131974.3119063,341,0.055098649114370346
1502131975.997905,342,0.05174243450164795
1502131977.7104044,343,0.07369474321603775
1502131979.4759042,344,0.03917431831359863
1502131981.1974037,345,0.0501134991645813
1502131982.869406,346,0.060546502470970154
1502131984.4714046,347,0.07020057737827301
1502131986.1229045,348,0.05539311468601227
1502131987.7164285,349,0.06614036858081818
1502131989.4154284,350,0.06972728669643402
1502131991.0054286,351,0.03258303552865982
1502131992.6139288,352,0.03749147430062294
1502131994.2354288,353,0.05011617764830589
1502131995.854928,354,0.06974109262228012
1502131997.4654315,355,0.0424499437212944
1502131999.1364312,356,0.04850855842232704
1502132000.792429,357,0.05695952847599983
1502132002.3854587,358,0.0440051332116127
1502132003.9814582,359,0.04533924162387848
1502132005.621461,360,0.05305936560034752
1502132007.24146,361,0.0501173697412014
1502132008.9579594,362,0.045540813356637955
1502132010.7749598,363,0.05650293827056885
1502132012.518459,364,0.055133409798145294
1502132014.1554606,365,0.08412793278694153
1502132015.8254588,366,0.054236628115177155
1502132017.4299603,367,0.0519259013235569
1502132019.01866,368,0.042570311576128006
1502132019.9076567,369,0.04791106656193733
1502132021.5501583,370,0.03729315847158432
1502132023.1466887,371,0.047830820083618164
1502132024.7491896,372,0.058521244674921036
1502132026.3616893,373,0.048693060874938965
1502132027.9701924,374,0.05210166797041893
1502132029.5801883,375,0.08116191625595093
1502132031.1786919,376,0.05833040177822113
1502132032.7741926,377,0.034612610936164856
1502132034.37469,378,0.0420599989593029
1502132035.9801893,379,0.053940299898386
1502132037.593191,380,0.05013139918446541
1502132039.2006898,381,0.04803737252950668
1502132040.8037093,382,0.034436363726854324
1502132042.4187095,383,0.045457206666469574
1502132044.0172095,384,0.0417647548019886
1502132045.6302097,385,0.04007364436984062
1502132047.2357094,386,0.04755222797393799
1502132048.8472118,387,0.03833651542663574
1502132050.4487202,388,0.04809870570898056
1502132052.047223,389,0.05441982299089432
1502132053.6542356,390,0.03579917550086975
1502132055.2637334,391,0.03817116841673851
1502132056.8827486,392,0.035360392183065414
1502132058.502251,393,0.05523122102022171
1502132060.1917722,394,0.06270278990268707
1502132061.8702705,395,0.0576825812458992
1502132063.5767715,396,0.05507157742977142
1502132065.3562715,397,0.06231459230184555
1502132066.9992704,398,0.05081308260560036
1502132068.66327,399,0.039834558963775635
1502132070.473772,400,0.07111205160617828
1502132072.3372705,401,0.05047290399670601
1502132074.0802712,402,0.07601403445005417
1502132075.7462728,403,0.05977793410420418
1502132077.4152727,404,0.04299968108534813
1502132079.0807734,405,0.049677468836307526
1502132079.9972725,406,0.06186265870928764
1502132081.6712706,407,0.03965502232313156
1502132083.3722706,408,0.03081458993256092
1502132085.0412724,409,0.04764861986041069
1502132086.8417718,410,0.042858581990003586
1502132088.5452733,411,0.03233424574136734
1502132090.2057707,412,0.04548699036240578
1502132091.8817708,413,0.0565117709338665
1502132093.559771,414,0.04703328758478165
1502132095.2162719,415,0.03687245026230812
1502132096.888771,416,0.03726958855986595
1502132098.588272,417,0.038028404116630554
1502132100.251274,418,0.03524795174598694
1502132101.9295406,419,0.057629939168691635
1502132103.6405425,420,0.04947184398770332
1502132105.4950404,421,0.048606351017951965
1502132107.1592095,422,0.03574509546160698
1502132108.7842972,423,0.03519846126437187
1502132110.438903,424,0.05607396364212036
1502132112.0794034,425,0.07627338171005249
1502132113.7391653,426,0.043025027960538864
1502132115.3686657,427,0.04807715862989426
1502132117.013173,428,0.0351678840816021
1502132118.647695,429,0.051219452172517776
1502132120.2691905,430,0.05706755071878433
1502132121.892691,431,0.05632839724421501
1502132123.5237017,432,0.05237073823809624
1502132125.1637018,433,0.05146126449108124
1502132126.782202,434,0.04506944492459297
1502132128.419703,435,0.058004237711429596
1502132130.0407023,436,0.041374050080776215
1502132131.7002015,437,0.042419545352458954
1502132133.341201,438,0.0667390301823616
1502132134.9637024,439,0.03914225846529007
1502132136.727204,440,0.04541746526956558
1502132138.453202,441,0.06286226212978363
1502132140.0992045,442,0.048578083515167236
1502132141.0292025,443,0.11371206492185593
1502132142.8352036,444,0.05221039801836014
1502132144.5327032,445,0.06805512309074402
1502132146.193202,446,0.05455946922302246
1502132147.832705,447,0.0748865157365799
1502132149.4617066,448,0.04661773145198822
1502132151.0977058,449,0.06291422247886658
1502132152.7697027,450,0.046875469386577606
1502132154.4132028,451,0.049067988991737366
1502132156.0472026,452,0.0490148700773716
1502132157.7447052,453,0.04483584314584732
1502132159.4530313,454,0.05535251647233963
1502132161.114534,455,0.033733416348695755
1502132162.7855318,456,0.06295249611139297
1502132164.4230328,457,0.060335710644721985
1502132166.0520325,458,0.03976163640618324
1502132167.692032,459,0.05815570056438446
1502132169.3310325,460,0.0431775227189064
1502132170.962523,461,0.04397232457995415
1502132172.6156197,462,0.05537387728691101
1502132174.3941207,463,0.04988439008593559
1502132176.0316217,464,0.04160553961992264
1502132177.6826193,465,0.0428251177072525
1502132179.312619,466,0.04655979946255684
1502132180.9541197,467,0.04833487421274185
1502132182.5916195,468,0.04176776111125946
1502132184.2326198,469,0.033580631017684937
1502132185.8666215,470,0.0660947784781456
1502132187.5021398,471,0.03859419748187065
1502132189.1286373,472,0.05465785786509514
1502132190.7611377,473,0.03537110984325409
1502132192.410639,474,0.05005617439746857
1502132194.0700395,475,0.03884756192564964
1502132195.7390387,476,0.05415749549865723
1502132197.4254773,477,0.04903927072882652
1502132199.1024764,478,0.060796577483415604
1502132200.746476,479,0.05926398187875748
1502132201.6474755,480,0.016973009333014488
1502132203.2924783,481,0.04513116925954819
1502132204.9529765,482,0.046962201595306396
1502132206.6579762,483,0.07054445147514343
1502132208.356979,484,0.03269845247268677
1502132210.0209775,485,0.04358835518360138
1502132211.7264788,486,0.04332466050982475
1502132213.4829774,487,0.0501384474337101
1502132215.1879761,488,0.040055543184280396
1502132216.864494,489,0.0571310818195343
1502132218.8103247,490,0.05006542429327965
1502132220.5868247,491,0.0408238023519516
1502132222.4678252,492,0.04344112053513527
1502132224.2418244,493,0.04248031973838806
1502132225.924065,494,0.03843778744339943
1502132227.6200647,495,0.049513474106788635
1502132229.303576,496,0.04147873446345329
1502132231.074077,497,0.04598946124315262
1502132232.767076,498,0.040482811629772186
1502132234.4600778,499,0.05993058159947395
1502132236.2795756,500,0.03482971340417862
1502132238.0885763,501,0.052032221108675
1502132239.930576,502,0.04160429909825325
1502132241.6545765,503,0.03371330723166466
1502132243.3480785,504,0.04519817978143692
1502132244.9975777,505,0.054309431463479996
1502132246.6370761,506,0.04394283890724182
1502132248.2785797,507,0.033999621868133545
1502132249.9415762,508,0.03462992608547211
1502132251.6720767,509,0.04132292419672012
1502132253.4000762,510,0.04971449822187424
1502132255.1695771,511,0.051001667976379395
1502132256.8795793,512,0.052240096032619476
1502132258.5285764,513,0.03713337704539299
1502132260.2252219,514,0.05287671089172363
1502132261.876721,515,0.040578268468379974
1502132263.5277216,516,0.060117803514003754
1502132264.428097,517,0.03633410111069679
1502132266.1040978,518,0.041226666420698166
1502132267.7650974,519,0.04747239127755165
1502132269.5030973,520,0.05407078564167023
1502132271.295597,521,0.04500211775302887
1502132272.9465969,522,0.03294830024242401
1502132274.6001005,523,0.040064360946416855
1502132276.2660973,524,0.05768131837248802
1502132277.9413426,525,0.030371489003300667
1502132279.6078434,526,0.048699311912059784
1502132281.2673457,527,0.034685637801885605
1502132282.9494743,528,0.041863810271024704
1502132284.6194732,529,0.04224708303809166
1502132286.3404753,530,0.044533345848321915
1502132288.0054724,531,0.042531028389930725
1502132289.6649752,532,0.0380796454846859
1502132291.3289719,533,0.034283898770809174
1502132292.9999797,534,0.05117402970790863
1502132294.669489,535,0.03818337246775627
1502132296.4574897,536,0.03809560090303421
1502132298.2834897,537,0.022053537890315056
1502132300.1409929,538,0.04147452116012573
1502132302.1304915,539,0.03460800647735596
1502132303.9519887,540,0.04866115003824234
1502132305.7784889,541,0.05265521630644798
1502132307.6034887,542,0.032698363065719604
1502132309.4359894,543,0.041860431432724
1502132311.252991,544,0.03808070346713066
1502132312.9509902,545,0.04086139053106308
1502132314.6295238,546,0.0358232744038105
1502132316.3150213,547,0.0336582325398922
1502132317.9875212,548,0.04822598770260811
1502132319.6585257,549,0.043876033276319504
1502132321.3316972,550,0.03502580150961876
1502132322.9956937,551,0.03942057862877846
1502132324.6661942,552,0.052952464669942856
1502132326.394194,553,0.03807104378938675
1502132327.5661955,554,0.015415092930197716
