-0.0602	3.1889	0	0	-0.0602	3.1889	-0.0118	2.9997	-0.0785	0.9969
0.0140846	2.9328	0.15549	0.935263	0.00819763	2.83029	-0.0712	3.395	-0.2028	0.9792
-0.172952	3.83493	-0.500106	2.06262	-0.1827	3.9129	-0.1797	3.7797	-0.3239	0.9461
-0.368085	4.37905	-0.473723	1.14411	-0.36737	4.36296	-0.3356	4.1478	-0.4399	0.898
-0.36034	4.58648	0.0738163	0.433133	-0.3373	4.5377	-0.5364	4.4935	-0.549	0.8358
-0.581413	4.87223	-0.6081	0.921724	-0.604757	4.81658	-0.7789	4.8112	-0.6494	0.7604
-0.98538	5.09853	-1.04478	0.518363	-1.0015	5.0724	-1.0593	5.0961	-0.7396	0.673
-1.2616	5.45119	-0.677284	0.948157	-1.24029	5.47179	-1.3732	5.3436	-0.8181	0.575
-1.72814	5.3977	-1.14299	-0.249244	-1.7367	5.3242	-1.7157	5.5498	-0.8838	0.4679
-1.9131	5.76575	-0.29798	0.724499	-1.91633	6.04471	-2.0813	5.7114	-0.9354	0.3535
-2.76382	5.7708	-2.16547	0.0262895	-2.8327	5.7495	-2.4643	5.8259	-0.9724	0.2334
-3.06544	5.82257	-0.905382	0.535491	-2.82684	5.53614	-2.8586	5.8916	-0.994	0.1097
-3.04289	5.95227	0.102825	0.229703	-2.9936	5.9191	-3.258	5.9073	-0.9999	-0.0157
-3.31821	5.82062	-0.686792	-0.492896	-3.39205	5.81856	-3.6563	5.8728	-0.99	-0.1409
-4.26897	5.82805	-2.38522	0.194157	-4.3458	5.8921	-4.0471	5.7886	-0.9646	-0.2639
-4.30287	5.97132	0.117205	0.335855	-4.07597	5.85044	-4.4242	5.6562	-0.9239	-0.3827
-4.5973	5.27197	-0.481019	-1.6602	-4.5904	5.1839	-4.7818	5.4775	-0.8686	-0.4955
-5.1058	4.92183	-1.0823	-1.05462	-5.35919	5.15823	-5.1142	5.2554	-0.7997	-0.6004
-5.61969	4.7598	-1.3625	-0.376734	-5.6454	4.7972	-5.4161	4.9934	-0.7181	-0.6959
-5.87111	4.59589	-0.373596	-0.561538	-5.87983	4.63914	-5.6828	4.6957	-0.6253	-0.7804
-6.024	4.12517	-0.312643	-1.15696	-6.0107	4.0985	-5.9101	4.3668	-0.5225	-0.8526
-6.12285	4.22555	0.0357237	0.193807	-6.25924	4.46657	-6.0944	4.0121	-0.4115	-0.9114
-6.45573	3.45131	-0.723695	-1.79721	-6.4713	3.3819	-6.2327	3.6371	-0.2941	-0.9558
-6.37403	3.0262	0.352536	-1.03875	-6.2925	3.0621	-6.323	3.2476	-0.1719	-0.9851
-6.33432	2.81751	0.0346041	-0.546003	-6.3596	2.8387	-6.3637	2.85	-0.0471	-0.9989
-6.36196	2.16794	0.139862	-1.79478	-6.43975	2.12116	-6.3543	2.4503	0.0784	-0.9969
-6.17832	1.97162	0.410002	-0.553147	-6.1758	2.0153	-6.2949	2.055	0.2028	-0.9792
-6.09467	1.6484	0.35758	-0.874176	-6.2013	1.65561	-6.1864	1.6703	0.3239	-0.9461
-6.18878	1.25805	-0.306462	-0.954128	-6.231	1.2607	-6.0305	1.3022	0.4399	-0.898
-6.2021	0.90773	0.352249	-0.919636	-6.34941	0.931664	-5.8297	0.9566	0.549	-0.8358
-5.59094	0.754628	1.68114	-0.400475	-5.5044	0.7677	-5.5872	0.6388	0.6494	-0.7604
-5.21343	0.407683	0.534395	-0.858451	-5.13126	0.367473	-5.3068	0.3539	0.7396	-0.673
-5.17434	0.335063	0.0345619	-0.131303	-5.21	0.3646	-4.9928	0.1064	0.8181	-0.575
-3.45727	29.3067	4.22499	77.4516	-4.7992	0.03123	-4.6504	-0.0997	0.8838	-0.468
-4.0891	5.2805	-1.9809	-67.7526	-4.287	-0.1634	-4.2848	-0.2614	0.9354	-0.3535
-12.6333	-2.52321	-20.0921	-3.82572	-4.55309	-0.46922	-3.9018	-0.3759	0.9724	-0.2335
-4.18942	-1.37786	7.56301	5.75439	-3.665	-0.6717	-3.5075	-0.4416	0.994	-0.1098
8.72879	2.59097	52.0465	-3.27477	-3.49575	-0.607243	-3.108	-0.4572	0.9999	0.0157
1.21287	-0.252357	-29.1721	-16.6687	-2.9664	-0.3799	-2.7098	-0.4228	0.99	0.1409
-3.80257	1.03832	-5.51373	8.22755	-1.84511	-0.27979	-2.319	-0.3386	0.9646	0.2638
-2.32914	-0.0871177	2.12962	0.241434	-2.0596	-0.2175	-1.9419	-0.2062	0.9239	0.3827
-1.32311	9.19022	2.86996	25.0325	-1.51932	-0.0156384	-1.5843	-0.0275	0.8686	0.4954
-1.33449	2.63042	-0.351471	-31.9235	-1.5398	0.0216	-1.2519	0.1946	0.7997	0.6004
31.4257	-3.9058	89.8044	-2.46748	-1.24703	0.563172	-0.95	0.4566	0.7181	0.6959
2.69901	0.300332	-40.5966	10.0077	-0.7311	0.9112	-0.6833	0.7543	0.6253	0.7804
-0.00898725	7.52052	2.22653	16.7827	-0.411602	0.958784	-0.456	1.0832	0.5225	0.8526
-0.456947	2.12795	1.64208	-5.72106	-0.2457	1.5825	-0.2717	1.4379	0.4115	0.9114
1.52346	-0.46434	5.69531	-6.94618	-0.106203	1.6116	-0.1334	1.813	0.2941	0.9558
0.427881	1.44798	-3.01224	7.23387	-0.2124	2.3021	-0.0431	2.2024	0.172	0.9851
0.258919	2.53473	0.00290681	1.19584	-0.0273219	2.29514	-0.0024	2.6	0.0471	0.9989
0.112471	3.01186	-0.413647	1.19672	0.0954	3.0144	0.0039	2.9999	0.0471	0.9989
-0.00281881	3.30502	-0.284586	1.18301	-0.00180204	2.9849	0.0509	3.3969	0.172	0.9851
0.137406	3.75614	0.478772	1.11973	0.1694	3.7514	0.1473	3.7848	0.2941	0.9558
0.305308	3.97801	0.41052	0.443292	0.30138	3.92695	0.2915	4.1576	0.4115	0.9114
0.514511	4.41374	0.543684	1.17677	0.5216	4.463	0.4813	4.5094	0.5225	0.8526
0.715547	4.83754	0.45075	0.726231	0.737698	4.98572	0.7137	4.8347	0.6253	0.7804
0.862794	5.14701	0.362482	0.778944	0.8596	5.1501	0.9851	5.1282	0.7181	0.6959
1.31789	5.36771	1.20057	0.587146	1.34312	5.3111	1.2911	5.3854	0.7997	0.6004
1.6623	5.66963	0.854016	0.769539	1.6503	5.6797	1.6269	5.6023	0.8686	0.4954
2.30307	5.87209	1.56255	0.214554	2.40357	5.98133	1.9873	5.7753	0.9239	0.3827
2.60139	5.94907	0.746071	0.147508	2.5696	5.9365	2.3664	5.9018	0.9646	0.2638
2.78069	6.05033	0.395592	0.197362	2.77358	6.08621	2.7585	5.9798	0.99	0.1409
2.89896	6.0742	0.285057	0.0394007	2.8924	6.0632	3.1572	6.008	0.9999	0.0157
3.23996	6.03351	1.08842	0.279874	3.17706	5.82946	3.5564	5.9861	0.994	-0.1098
4.03994	5.8448	1.92849	-0.474489	4.0634	5.8108	3.9496	5.9142	0.9724	-0.2335
4.38498	5.89828	0.47634	-0.177434	4.4263	6.10282	4.3308	5.7937	0.9354	-0.3535
4.55522	5.59544	0.352934	-0.771696	4.539	5.5632	4.6938	5.6263	0.8838	-0.468
4.96949	5.29846	1.19964	-0.61362	4.98871	5.25618	5.033	5.4148	0.8181	-0.575
5.4095	5.32024	1.16848	0.0674187	5.4196	5.3545	5.343	5.1624	0.7396	-0.673
