5.95623	5.06182	0.993627	-1.05106	6.1624	5.14852	5.6189	4.8732	0.6494	-0.7604
5.65283	4.69794	-0.800956	-1.11755	5.5599	4.6624	5.8564	4.5516	0.549	-0.8358
6.01975	4.36181	0.888447	-0.947187	6.3452	4.46982	6.0517	4.2029	0.4399	-0.898
6.18317	3.82124	0.338464	-1.39985	6.146	3.7914	6.2018	3.8324	0.3239	-0.9461
6.43922	3.08333	0.400863	-2.01147	6.603	3.10614	6.3042	3.446	0.2028	-0.9792
6.31023	3.05598	-0.247891	-0.199616	6.2947	3.1175	6.3574	3.0498	0.0784	-0.9969
6.19614	2.8495	-0.196178	-0.495989	6.13183	2.79958	6.3606	2.6501	-0.0471	-0.9989
6.50414	2.46641	0.831788	-0.874673	6.5615	2.4651	6.3136	2.2531	-0.1719	-0.9851
6.55889	1.95641	0.0513108	-1.31501	6.46442	1.9171	6.2172	1.8651	-0.2941	-0.9558
6.15444	1.63368	-1.11921	-0.880967	6.0829	1.6382	6.073	1.4923	-0.4115	-0.9114
5.98105	1.19653	-0.0922639	-1.04424	5.92767	1.16154	5.8832	1.1405	-0.5225	-0.8526
5.7176	0.829638	-0.731204	-0.925174	5.6764	0.83	5.6507	0.8153	-0.6253	-0.7804
5.35315	0.729834	-0.663359	-0.179613	5.18981	0.739298	5.3794	0.5218	-0.7181	-0.6959
5.29434	0.408752	-0.0763816	-0.828539	5.3324	0.386	5.0734	0.2645	-0.7997	-0.6004
4.98955	0.0931313	-0.81112	-0.786519	4.88383	0.0923153	4.7376	0.0477	-0.8686	-0.4955
4.37302	-0.101089	-1.64238	-0.459113	4.3173	-0.0888	4.3772	-0.1253	-0.9239	-0.3827
3.94863	-0.230007	-0.658229	-0.340783	3.85054	-0.214311	3.998	-0.2518	-0.9646	-0.2639
3.42955	-0.305425	-1.38394	-0.155919	3.3807	-0.2961	3.606	-0.3298	-0.99	-0.1409
2.8533	-0.00316632	-1.58561	0.832287	2.8765	0.0023012	3.2072	-0.358	-0.9999	-0.0157
2.84707	-0.116742	0.184599	-0.554769	2.9692	-0.1829	2.8081	-0.3361	-0.994	0.1097
2.36609	-0.27063	-1.56218	-0.342429	2.28546	-0.262604	2.4149	-0.2643	-0.9724	0.2334
1.93803	-0.115982	-0.996349	0.573774	1.9729	-0.0777	2.0337	-0.1437	-0.9354	0.3535
1.35327	-0.0165354	-1.18745	0.253302	1.1138	-0.00300726	1.6707	0.0236	-0.8838	0.4679
1.29218	0.0803633	-0.0121652	0.22814	1.3706	0.0813	1.3315	0.2352	-0.8181	0.575
1.03477	0.549452	-0.677743	1.22596	0.916151	0.441309	1.0215	0.4875	-0.7396	0.673
0.759796	0.888562	-0.676813	0.702711	0.7584	0.8642	0.7456	0.7768	-0.6494	0.7604
0.570855	1.22038	-0.430073	0.902893	0.572341	1.21416	0.5081	1.0983	-0.549	0.8358
0.11877	1.45706	-1.34312	0.6028	0.0717	1.4313	0.3128	1.4471	-0.4399	0.898
0.115374	1.88519	0.0409822	1.23358	0.147762	1.74044	0.1627	1.8176	-0.3239	0.9461
0.135165	2.13424	0.0296281	0.536431	0.1384	2.0887	0.0603	2.204	-0.2028	0.9792
0.075725	2.68215	-0.176522	1.21331	0.0659598	2.91855	0.0071	2.6002	-0.0785	0.9969
