time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010452500000	4.43846	18.6571	4.94979	3.82488	0.448821	lidar	0.225337	4.4685	18.834	4.43224	18.7188	-3.99012	-3.0422
1477010452550000	4.28743	18.516	4.82428	3.84198	0.429746	radar	1.2671	4.69245	18.4634	4.23416	18.5648	-3.93685	-3.11888
1477010452600000	4.13144	18.3602	4.79206	3.86939	0.435769	lidar	0.236006	4.26269	18.481	4.03876	18.4071	-3.88293	-3.19362
1477010452650000	3.89835	18.2103	5.01024	3.89477	0.467788	radar	7.22361	3.42434	18.8357	3.84606	18.2457	-3.82841	-3.26644
1477010452700000	3.66167	18.054	5.06708	3.90091	0.450998	lidar	0.446126	3.45919	18.167	3.65611	18.0807	-3.77339	-3.33732
1477010452750000	3.55496	17.9073	4.86752	3.92179	0.431602	radar	3.56494	4.3011	17.9267	3.46891	17.9122	-3.71795	-3.40627
1477010452800000	3.33186	17.7444	4.92205	3.92826	0.416818	lidar	0.356603	3.12525	17.7493	3.28449	17.7402	-3.66215	-3.47331
1477010452850000	3.10866	17.5739	5.06327	3.94585	0.429147	radar	2.45357	2.65664	17.888	3.10287	17.565	-3.60609	-3.53844
1477010452900000	2.92408	17.4124	5.06326	3.95975	0.422454	lidar	1.14219	2.9449	17.8154	2.92405	17.3866	-3.54982	-3.60167
1477010452950000	2.82566	17.1859	5.09245	4.02023	0.475952	radar	1.80929	3.26647	17.0897	2.74805	17.2051	-3.49344	-3.66302
1477010453000000	2.6405	16.9969	5.11512	4.03567	0.467955	lidar	0.120956	2.55407	17.0853	2.57486	17.0205	-3.437	-3.72251
1477010453050000	2.48407	16.8442	4.9251	4.03378	0.420735	radar	2.77475	2.55039	16.8884	2.4045	16.833	-3.38059	-3.78014
1477010453100000	2.31132	16.6629	4.93926	4.04696	0.413299	lidar	0.236238	2.25371	16.8334	2.23695	16.6427	-3.32428	-3.83595
1477010453150000	2.08383	16.4644	4.93603	4.03696	0.369154	radar	4.36461	1.57735	16.0489	2.07221	16.4497	-3.26812	-3.88995
1477010453200000	1.92676	16.2641	4.9455	4.0555	0.368975	lidar	0.185861	1.88972	16.1054	1.91027	16.254	-3.21219	-3.94216
1477010453250000	1.76239	16.0998	4.88163	4.05653	0.343289	radar	0.744547	1.74362	16.2687	1.75112	16.0557	-3.15656	-3.99261
1477010453300000	1.57845	15.9181	4.91049	4.06049	0.330593	lidar	0.346173	1.44745	16.0853	1.59474	15.8549	-3.10129	-4.04132
1477010453350000	1.47824	15.6749	5.01172	4.11472	0.386039	radar	1.89745	1.6097	15.5526	1.44111	15.6517	-3.04644	-4.08832
1477010453400000	1.30943	15.4681	5.0412	4.12487	0.377059	lidar	0.140122	1.18395	15.4284	1.29021	15.4463	-2.99207	-4.13364
1477010453450000	1.11699	15.2902	5.03887	4.11781	0.347693	radar	1.21674	0.828993	15.528	1.14201	15.2386	-2.93825	-4.1773
1477010453500000	0.929002	15.0814	5.08643	4.12003	0.332684	lidar	0.386829	0.722706	15.0075	0.996486	15.0288	-2.88503	-4.21933
1477010453550000	0.804332	14.9169	4.95672	4.12376	0.308069	radar	2.16813	1.03147	15.2134	0.853604	14.8169	-2.83246	-4.25977
1477010453600000	0.681516	14.7097	4.94445	4.14353	0.312315	lidar	0.0258971	0.737301	14.7047	0.71333	14.603	-2.78061	-4.29864
1477010453650000	0.594744	14.4538	5.03881	4.19265	0.359637	radar	1.85302	0.722177	14.2445	0.575628	14.3872	-2.72952	-4.33598
1477010453700000	0.430349	14.2351	5.07817	4.19742	0.346651	lidar	0.264003	0.253435	14.2029	0.440459	14.1696	-2.67925	-4.37181
1477010453750000	0.26832	13.9764	5.28552	4.22219	0.372977	radar	2.67568	-0.0328023	13.9604	0.307779	13.9502	-2.62984	-4.40617
1477010453800000	0.205316	13.7388	5.23394	4.26097	0.392852	lidar	0.550562	0.459172	13.6856	0.177545	13.7292	-2.58135	-4.43909
1477010453850000	0.0908298	13.4971	5.30907	4.28657	0.407261	radar	0.673111	0.0524412	13.6377	0.0497099	13.5065	-2.53381	-4.47061
1477010453900000	-0.0492447	13.2571	5.336	4.29565	0.395937	lidar	0.169236	-0.190344	13.2856	-0.0757753	13.2823	-2.48728	-4.50075
1477010453950000	-0.188846	13.0491	5.22598	4.28977	0.357486	radar	1.35178	-0.275043	13.1456	-0.198962	13.0566	-2.44179	-4.52955
1477010454000000	-0.231229	12.8161	5.16898	4.32862	0.378992	lidar	0.72015	0.0462308	12.9301	-0.319903	12.8295	-2.39739	-4.55704
1477010454050000	-0.405004	12.5873	5.10683	4.30955	0.327082	radar	2.57514	-0.684792	12.3563	-0.438654	12.6011	-2.35412	-4.58326
1477010454100000	-0.498499	12.353	5.10251	4.32755	0.328793	lidar	0.00468464	-0.476482	12.3633	-0.555273	12.3714	-2.31202	-4.60823
1477010454150000	-0.672987	12.1583	5.08076	4.3063	0.285562	radar	2.72014	-0.972122	12.5207	-0.669818	12.1404	-2.27111	-4.63198
1477010454200000	-0.738358	11.9309	5.04934	4.33189	0.297304	lidar	0.277846	-0.582624	12.0386	-0.78235	11.9083	-2.23144	-4.65456
1477010454250000	-0.923802	11.6971	5.10117	4.31115	0.258275	radar	1.27847	-1.26757	11.6495	-0.892931	11.6751	-2.19304	-4.67598
1477010454300000	-1.04782	11.4588	5.12478	4.31517	0.249098	lidar	0.149854	-1.17212	11.3988	-1.00163	11.4409	-2.15594	-4.69628
1477010454350000	-1.12045	11.2299	4.99286	4.32323	0.228301	radar	2.58714	-0.891441	10.959	-1.1085	11.2057	-2.12017	-4.71549
1477010454400000	-1.2426	10.9998	5.01564	4.32431	0.217934	lidar	0.191436	-1.39289	11.0424	-1.21362	10.9695	-2.08575	-4.73364
1477010454450000	-1.30391	10.7557	5.09765	4.35953	0.256982	radar	1.27277	-1.29894	10.9012	-1.31706	10.7324	-2.05273	-4.75075
1477010454500000	-1.40824	10.5111	5.11776	4.36655	0.25096	lidar	0.12171	-1.49687	10.4198	-1.41889	10.4945	-2.02111	-4.76686
1477010454550000	-1.50934	10.2361	5.2229	4.38266	0.261928	radar	1.05009	-1.59293	10.0212	-1.51917	10.2559	-1.99093	-4.78198
1477010454600000	-1.59322	10.0008	5.21214	4.39458	0.26111	lidar	0.39561	-1.61875	10.2374	-1.61797	10.0165	-1.96221	-4.79615
1477010454650000	-1.6645	9.78675	5.10576	4.40112	0.245863	radar	0.941631	-1.59702	9.96554	-1.71539	9.77637	-1.93498	-4.80939
1477010454700000	-1.73779	9.55235	5.09443	4.41418	0.24692	lidar	0.182191	-1.73381	9.71347	-1.81147	9.53564	-1.90924	-4.82172
1477010454750000	-1.91211	9.29319	5.23376	4.3945	0.21969	radar	2.22682	-2.27191	9.37316	-1.90631	9.29431	-1.88502	-4.83316
1477010454800000	-1.98974	9.03241	5.244	4.40749	0.221362	lidar	0.498667	-1.93833	8.77028	-1.99998	9.05243	-1.86233	-4.84374
1477010454850000	-2.05144	8.83055	5.10885	4.41194	0.203574	radar	1.93672	-1.96565	9.13274	-2.09256	8.81003	-1.8412	-4.85347
1477010454900000	-2.13348	8.58372	5.11835	4.41955	0.200839	lidar	0.0276655	-2.1768	8.5411	-2.18412	8.56717	-1.82164	-4.86238
1477010454950000	-2.33075	8.30977	5.24761	4.38403	0.152463	radar	2.46761	-2.65862	8.19477	-2.27474	8.32388	-1.80365	-4.87047
1477010455000000	-2.38894	8.07005	5.21679	4.40083	0.162132	lidar	0.27318	-2.21875	8.15339	-2.3645	8.0802	-1.78726	-4.87778
1477010455050000	-2.39444	7.89748	5.05257	4.42919	0.180956	radar	5.61927	-2.273	8.52315	-2.45348	7.83617	-1.77248	-4.8843
1477010455100000	-2.48016	7.64992	5.0728	4.43263	0.175142	lidar	0.119405	-2.59674	7.60288	-2.54177	7.59184	-1.75931	-4.89006
1477010455150000	-2.71855	7.39843	5.12079	4.36362	0.0748629	radar	4.97118	-3.08256	7.38874	-2.62944	7.34723	-1.74777	-4.89507
1477010455200000	-2.80693	7.15346	5.12711	4.36719	0.0745491	lidar	0.0566226	-2.79865	7.064	-2.71658	7.10238	-1.73786	-4.89933
1477010455250000	-2.82551	6.94016	5.07909	4.40433	0.122045	radar	1.5479	-2.79412	7.20818	-2.80326	6.85734	-1.72958	-4.90286
1477010455300000	-2.88398	6.71072	5.04662	4.41633	0.128151	lidar	0.321761	-2.74651	6.86867	-2.88957	6.61214	-1.72295	-4.90566
1477010455350000	-2.89822	6.50847	4.84489	4.42517	0.107893	radar	3.84542	-2.57673	6.36755	-2.97559	6.36681	-1.71797	-4.90774
1477010455400000	-2.9618	6.27515	4.84159	4.43228	0.10954	lidar	0.0396324	-2.90217	6.22989	-3.0614	6.12139	-1.71464	-4.90911
1477010455450000	-3.13262	6.00688	5.01471	4.40541	0.0816677	radar	3.36283	-3.50172	6.10796	-3.14709	5.87592	-1.71297	-4.90976
1477010455500000	-3.21014	5.75545	5.03255	4.40921	0.0809737	lidar	0.361452	-3.1778	5.53101	-3.23274	5.63043	-1.71295	-4.9097
1477010455550000	-3.32863	5.49025	5.04709	4.38327	0.0291802	radar	2.21542	-3.19736	5.19093	-3.31843	5.38496	-1.71458	-4.90893
1477010455600000	-3.41425	5.24313	5.06283	4.38364	0.0278783	lidar	0.137228	-3.43031	5.10507	-3.40424	5.13955	-1.71787	-4.90745
1477010455650000	-3.46805	4.99822	5.06881	4.40378	0.0584514	radar	0.34193	-3.4281	4.94644	-3.49026	4.89422	-1.72281	-4.90525
1477010455700000	-3.55823	4.74121	5.10641	4.4029	0.0546187	lidar	0.479218	-3.69435	4.52196	-3.57657	4.64902	-1.72939	-4.90233
1477010455750000	-3.68396	4.46565	5.14814	4.3718	-0.00625616	radar	2.75477	-3.50501	4.17643	-3.66325	4.40398	-1.73763	-4.89868
1477010455800000	-3.78623	4.21018	5.18739	4.36699	-0.0104258	lidar	0.526911	-4.00238	4.04684	-3.75039	4.15913	-1.74749	-4.8943
1477010455850000	-3.87777	3.97028	5.2041	4.37377	0.00941229	radar	0.854175	-4.06447	4.10977	-3.83806	3.91452	-1.75899	-4.88918
1477010455900000	-3.95954	3.72747	5.19436	4.37546	0.010384	lidar	0.0484289	-3.88053	3.75177	-3.92635	3.67019	-1.77212	-4.8833
1477010455950000	-4.06463	3.54832	5.08517	4.35059	-0.037842	radar	3.27927	-4.23729	3.88878	-4.01533	3.42616	-1.78686	-4.87666
1477010456000000	-4.15536	3.30554	5.09456	4.34893	-0.0375526	lidar	0.0522913	-4.15119	3.21968	-4.10509	3.18248	-1.8032	-4.86925
1477010456050000	-4.2915	3.01943	5.22203	4.32712	-0.0716082	radar	1.25391	-4.27467	2.88187	-4.19571	2.93919	-1.82113	-4.86104
1477010456100000	-4.38799	2.76482	5.24209	4.32515	-0.0698843	lidar	0.353087	-4.32451	2.55034	-4.28727	2.69633	-1.84065	-4.85202
1477010456150000	-4.47279	2.50123	5.26265	4.33445	-0.0463797	radar	0.47765	-4.38481	2.39989	-4.37985	2.45393	-1.86173	-4.84218
1477010456200000	-4.57225	2.24731	5.28307	4.33276	-0.0450871	lidar	0.182203	-4.61223	2.09192	-4.47352	2.21205	-1.88436	-4.83149
1477010456250000	-4.67812	2.00836	5.28953	4.30352	-0.110393	radar	3.75342	-4.29257	1.92854	-4.56836	1.97072	-1.90853	-4.81994
1477010456300000	-4.78735	1.75283	5.31919	4.29919	-0.107884	lidar	0.382947	-4.86829	1.53442	-4.66444	1.72998	-1.93422	-4.80751
1477010456350000	-4.92208	1.47938	5.42162	4.28319	-0.129282	radar	0.592709	-4.98165	1.43611	-4.76186	1.48989	-1.9614	-4.79417
1477010456400000	-5.01963	1.23541	5.3994	4.27918	-0.128774	lidar	0.880652	-4.66779	1.28643	-4.86066	1.25049	-1.99007	-4.7799
1477010456450000	-5.103	1.03713	5.25537	4.27994	-0.112707	radar	1.10405	-4.98594	1.10894	-4.96095	1.01182	-2.02019	-4.76468
1477010456500000	-5.19794	0.798998	5.23893	4.27688	-0.111843	lidar	0.824689	-4.85498	0.825661	-5.06277	0.77393	-2.05174	-4.74848
1477010456550000	-5.27477	0.446803	5.42902	4.30123	-0.0720632	radar	5.99079	-4.84736	0.18101	-5.16621	0.536876	-2.08471	-4.73127
1477010456600000	-5.37213	0.200342	5.41434	4.29901	-0.0720325	lidar	0.454696	-5.1231	0.257311	-5.27133	0.300706	-2.11906	-4.71303
1477010456650000	-5.48891	-0.0210249	5.30533	4.30789	-0.0297609	radar	5.52657	-5.99809	-0.290765	-5.3782	0.0654719	-2.15477	-4.69374
1477010456700000	-5.58009	-0.263241	5.29175	4.30822	-0.0291907	lidar	0.565719	-5.29972	-0.212982	-5.4869	-0.168772	-2.1918	-4.67335
1477010456750000	-5.70237	-0.383016	5.08874	4.27141	-0.0814909	radar	2.9629	-5.64447	-0.144522	-5.59748	-0.401971	-2.23014	-4.65185
1477010456800000	-5.81472	-0.59971	5.0684	4.26327	-0.0871141	lidar	0.182328	-5.85359	-0.445801	-5.71001	-0.634069	-2.26974	-4.62919
1477010456850000	-5.91014	-0.837875	5.16837	4.24581	-0.129077	radar	6.17541	-5.30947	-0.724468	-5.82456	-0.865006	-2.31058	-4.60536
1477010456900000	-6.01755	-1.08436	5.18943	4.24555	-0.121095	lidar	0.383995	-5.87835	-1.26863	-5.94118	-1.09472	-2.35262	-4.58032
1477010456950000	-6.07952	-1.40074	5.29108	4.27456	-0.0758287	radar	3.64769	-5.68069	-1.52871	-6.05993	-1.32316	-2.39581	-4.55404
1477010457000000	-6.19731	-1.62944	5.27728	4.26663	-0.0812558	lidar	0.145141	-6.27263	-1.50938	-6.18087	-1.55025	-2.44014	-4.52648
1477010457050000	-6.33793	-1.87151	5.43753	4.23624	-0.140517	radar	3.77967	-6.11355	-1.75966	-6.30406	-1.77593	-2.48555	-4.49762
1477010457100000	-6.45634	-2.11608	5.43948	4.23164	-0.137738	lidar	0.0986277	-6.34007	-2.13685	-6.42954	-2.00014	-2.532	-4.46742
1477010457150000	-6.62586	-2.2867	5.31632	4.19974	-0.16365	radar	2.80587	-6.99344	-2.17445	-6.55738	-2.22281	-2.57946	-4.43585
1477010457200000	-6.75983	-2.51136	5.30839	4.18897	-0.167041	lidar	0.0393619	-6.79288	-2.4458	-6.68761	-2.44386	-2.62788	-4.40288
1477010457250000	-6.92612	-2.71366	5.29947	4.16358	-0.189715	radar	0.797982	-7.14408	-2.67584	-6.82029	-2.66323	-2.6772	-4.36847
1477010457300000	-7.04719	-2.9575	5.31729	4.16383	-0.177625	lidar	0.590384	-6.8003	-3.10086	-6.95546	-2.88084	-2.7274	-4.3326
1477010457350000	-7.16707	-3.18607	5.25638	4.16552	-0.15842	radar	0.384764	-7.13937	-3.22028	-7.09316	-3.09663	-2.7784	-4.29523
1477010457400000	-7.2969	-3.40124	5.24124	4.15658	-0.160432	lidar	0.34706	-7.12118	-3.26434	-7.23344	-3.3105	-2.83017	-4.25632
1477010457450000	-7.44013	-3.68859	5.31486	4.16929	-0.130224	radar	3.55605	-7.77186	-4.08999	-7.37632	-3.5224	-2.88265	-4.21586
1477010457500000	-7.58363	-3.87877	5.2704	4.14991	-0.147161	lidar	1.15275	-7.49009	-3.49081	-7.52184	-3.73223	-2.93579	-4.1738
1477010457550000	-7.72065	-4.07455	5.25537	4.13363	-0.16125	radar	0.98503	-7.52393	-3.88213	-7.67004	-3.93992	-2.98953	-4.13012
1477010457600000	-7.86557	-4.2936	5.25569	4.12533	-0.161513	lidar	0.00168793	-7.88049	-4.29783	-7.82094	-4.14538	-3.04381	-4.08479
1477010457650000	-8.01317	-4.5172	5.25147	4.11946	-0.157488	radar	0.116757	-8.08524	-4.57834	-7.97457	-4.34854	-3.09857	-4.03778
1477010457700000	-8.16228	-4.73831	5.25748	4.11234	-0.156393	lidar	0.0525845	-8.22492	-4.79812	-8.13095	-4.5493	-3.15376	-3.98906
1477010457750000	-8.30308	-4.92931	5.09778	4.10756	-0.142482	radar	1.76077	-8.453	-4.95621	-8.2901	-4.74759	-3.2093	-3.93862
1477010457800000	-8.44151	-5.13906	5.09553	4.10241	-0.140296	lidar	0.086714	-8.33552	-5.1059	-8.45204	-4.94331	-3.26514	-3.88641
1477010457850000	-8.60526	-5.24479	4.91607	4.06446	-0.172474	radar	3.34433	-8.55062	-4.79248	-8.61678	-5.13637	-3.32121	-3.83242
1477010457900000	-8.76229	-5.44165	4.92235	4.05418	-0.174148	lidar	0.202904	-8.91477	-5.51752	-8.78433	-5.32669	-3.37745	-3.77663
1477010457950000	-8.92692	-5.64004	4.95195	4.04239	-0.178396	radar	0.219185	-9.04115	-5.69364	-8.95469	-5.51417	-3.43377	-3.71901
1477010458000000	-9.0787	-5.8318	4.94941	4.03365	-0.178271	lidar	0.0199383	-9.03391	-5.80267	-9.12788	-5.69872	-3.49012	-3.65955
1477010458050000	-9.21826	-5.93901	4.79636	4.00586	-0.198233	radar	5.08795	-8.86897	-5.41973	-9.30388	-5.88026	-3.54643	-3.59823
1477010458100000	-9.38284	-6.08969	4.77079	3.98418	-0.212007	lidar	0.558975	-9.30811	-5.82368	-9.4827	-6.05868	-3.60261	-3.53503
1477010458150000	-9.56812	-6.27947	4.8291	3.96952	-0.217241	radar	0.980021	-9.80646	-6.41174	-9.66432	-6.23389	-3.6586	-3.46994
1477010458200000	-9.71825	-6.47332	4.83726	3.96767	-0.207084	lidar	0.125233	-9.62547	-6.55958	-9.84874	-6.4058	-3.71431	-3.40295
1477010458250000	-9.99721	-6.58982	4.95915	3.90402	-0.270295	radar	6.21002	-10.6688	-6.35543	-10.0359	-6.57431	-3.76969	-3.33404
1477010458300000	-10.1769	-6.76604	4.96502	3.89258	-0.267866	lidar	0.0489113	-10.2246	-6.83402	-10.2259	-6.73933	-3.82463	-3.26321
1477010458350000	-10.3609	-6.91729	5.0026	3.87248	-0.276962	radar	0.899203	-10.2205	-6.71044	-10.4186	-6.90075	-3.87907	-3.19046
1477010458400000	-10.5539	-7.097	5.01897	3.86161	-0.273308	lidar	0.567548	-10.7616	-7.29159	-10.614	-7.05849	-3.93293	-3.11577
1477010458450000	-10.783	-7.20147	5.03527	3.81791	-0.307296	radar	1.31887	-10.8944	-6.83335	-10.8121	-7.21245	-3.98613	-3.03916
1477010458500000	-10.988	-7.37077	5.05191	3.80487	-0.304369	lidar	0.65976	-11.2219	-7.56979	-11.0128	-7.36252	-4.03859	-2.96062
1477010458550000	-11.1685	-7.50593	4.99014	3.78846	-0.305919	radar	0.73225	-10.986	-7.3707	-11.2161	-7.50862	-4.09021	-2.88015
1477010458600000	-11.3423	-7.67453	4.98519	3.78619	-0.29203	lidar	0.455852	-11.0934	-7.6776	-11.422	-7.65064	-4.14093	-2.79777
1477010458650000	-11.5416	-7.77609	4.93504	3.75638	-0.308838	radar	1.21458	-11.4213	-7.46085	-11.6304	-7.78849	-4.19066	-2.71349
1477010458700000	-11.7302	-7.91707	4.92492	3.74439	-0.305381	lidar	0.353986	-11.5269	-7.8215	-11.8413	-7.92208	-4.23932	-2.6273
1477010458750000	-11.9249	-8.01054	4.76742	3.71546	-0.320585	radar	1.31383	-11.9422	-7.88317	-12.0546	-8.05131	-4.28682	-2.53924
1477010458800000	-12.1254	-8.13311	4.7645	3.69781	-0.322359	lidar	0.0231507	-12.09	-8.08828	-12.2702	-8.17609	-4.33309	-2.44932
1477010458850000	-12.3669	-8.25374	4.95635	3.67423	-0.328048	radar	2.36951	-12.4462	-8.02117	-12.4881	-8.29633	-4.37802	-2.35756
1477010458900000	-12.5742	-8.37076	4.94704	3.65705	-0.32904	lidar	0.245334	-12.4231	-8.2599	-12.7082	-8.41193	-4.42156	-2.26399
1477010458950000	-12.7798	-8.4303	4.77728	3.61918	-0.354538	radar	1.84125	-12.7461	-8.19449	-12.9304	-8.5228	-4.4636	-2.16863
1477010459000000	-13.0118	-8.53332	4.79289	3.59559	-0.360348	lidar	0.63811	-13.2911	-8.64594	-13.1547	-8.62886	-4.50407	-2.07151
1477010459050000	-13.2931	-8.61978	4.928	3.56069	-0.374323	radar	2.76692	-13.7929	-8.47158	-13.381	-8.73002	-4.54289	-1.97267
1477010459100000	-13.516	-8.70501	4.92019	3.5381	-0.378479	lidar	0.240021	-13.384	-8.57583	-13.6092	-8.82619	-4.57997	-1.87214
1477010459150000	-13.7336	-8.70271	4.72523	3.48079	-0.42547	radar	3.60542	-13.6376	-8.26344	-13.8392	-8.91729	-4.61524	-1.76997
1477010459200000	-13.9448	-8.80944	4.72569	3.47278	-0.411829	lidar	0.27505	-13.9959	-8.99264	-14.0709	-9.00324	-4.64861	-1.6662
1477010459250000	-14.2126	-8.9072	4.93903	3.46168	-0.392098	radar	2.78846	-14.4737	-8.79552	-14.3043	-9.08395	-4.68001	-1.56086
1477010459300000	-14.4305	-9.01655	4.93305	3.45745	-0.376538	lidar	0.234585	-14.4273	-9.1875	-14.5391	-9.15936	-4.70936	-1.45402
1477010459350000	-14.6467	-9.10698	4.87059	3.445	-0.373086	radar	0.437776	-14.5757	-9.32634	-14.7754	-9.22939	-4.73658	-1.34573
1477010459400000	-14.9049	-9.14168	4.88875	3.40912	-0.390234	lidar	0.2785	-15.062	-9.04396	-15.013	-9.29397	-4.76161	-1.23603
1477010459450000	-15.1722	-9.24705	4.93234	3.39999	-0.379147	radar	4.59497	-15.6189	-9.69365	-15.2517	-9.35302	-4.78436	-1.125
1477010459500000	-15.4142	-9.33236	4.94166	3.38948	-0.370516	lidar	0.844787	-15.6682	-9.56749	-15.4916	-9.40649	-4.80476	-1.01269
1477010459550000	-15.6641	-9.35572	4.83294	3.34906	-0.400755	radar	1.84835	-15.9382	-9.35751	-15.7324	-9.45431	-4.82275	-0.899159
1477010459600000	-15.9021	-9.42269	4.83822	3.33604	-0.393665	lidar	0.457316	-16.0862	-9.59819	-15.9741	-9.49642	-4.83827	-0.784484
1477010459650000	-16.1832	-9.38873	4.84016	3.2787	-0.4339	radar	1.86416	-16.6033	-8.85459	-16.2164	-9.53277	-4.85124	-0.668734
1477010459700000	-16.426	-9.41004	4.84332	3.25337	-0.43746	lidar	0.0127983	-16.4229	-9.37029	-16.4594	-9.5633	-4.8616	-0.55198
1477010459750000	-16.6112	-9.42211	4.75091	3.23104	-0.442281	radar	4.13373	-16.011	-9.33486	-16.7027	-9.58797	-4.8693	-0.434301
1477010459800000	-16.8704	-9.41912	4.77688	3.19844	-0.452193	lidar	0.430059	-17.1132	-9.43043	-16.9464	-9.60673	-4.87427	-0.315773
1477010459850000	-17.0894	-9.59341	4.82802	3.24632	-0.374245	radar	8.18815	-16.9255	-10.8571	-17.1903	-9.61954	-4.87646	-0.196479
1477010459900000	-17.3499	-9.59282	4.8534	3.21695	-0.384291	lidar	0.285571	-17.5448	-9.57485	-17.4342	-9.62636	-4.87583	-0.0765024
1477010459950000	-17.6287	-9.57166	4.8462	3.17543	-0.411379	radar	2.30281	-18.1371	-9.39146	-17.6781	-9.62717	-4.87232	0.0440703
1477010460000000	-17.8896	-9.54108	4.87174	3.13995	-0.42555	lidar	0.177671	-17.9724	-9.42299	-17.9216	-9.62194	-4.86588	0.165151
1477010460050000	-18.1423	-9.48461	4.83038	3.09117	-0.460421	radar	0.75264	-18.3083	-9.18778	-18.1648	-9.61064	-4.85648	0.286648
1477010460100000	-18.3638	-9.50292	4.80374	3.08195	-0.447465	lidar	0.162446	-18.2763	-9.60997	-18.4074	-9.59325	-4.84408	0.40847
1477010460150000	-18.5812	-9.51674	4.83202	3.08055	-0.418325	radar	1.38276	-18.2443	-9.58547	-18.6493	-9.56977	-4.82864	0.530522
1477010460200000	-18.8306	-9.49274	4.84439	3.05676	-0.420916	lidar	0.112589	-18.9545	-9.51544	-18.8904	-9.54017	-4.81012	0.652707
1477010460250000	-19.0506	-9.44367	4.86683	3.03326	-0.416865	radar	3.26133	-18.6983	-9.02886	-19.1305	-9.50447	-4.78851	0.774927
1477010460300000	-19.3135	-9.35334	4.90901	2.98938	-0.438227	lidar	0.535167	-19.2983	-9.09865	-19.3694	-9.46265	-4.76378	0.897083
1477010460350000	-19.5594	-9.23973	4.8645	2.92942	-0.487977	radar	1.35602	-19.7037	-8.79906	-19.6069	-9.41472	-4.73591	1.01907
1477010460400000	-19.816	-9.13719	4.90477	2.8873	-0.504128	lidar	0.284406	-19.8731	-8.96417	-19.8431	-9.36071	-4.70487	1.1408
1477010460450000	-20.0835	-8.95552	4.98647	2.82015	-0.542316	radar	4.79761	-20.3815	-7.6755	-20.0775	-9.30061	-4.67066	1.26215
1477010460500000	-20.2613	-9.02351	4.85484	2.84582	-0.495519	lidar	2.86973	-20.1607	-9.59663	-20.3102	-9.23446	-4.63328	1.38303
1477010460550000	-20.4948	-9.03065	4.85564	2.85617	-0.454548	radar	2.17398	-20.4587	-9.7448	-20.5409	-9.16227	-4.59271	1.50334
1477010460600000	-20.724	-8.95464	4.85557	2.83191	-0.455958	lidar	0.0400974	-20.6596	-8.91527	-20.7696	-9.08409	-4.54895	1.62296
1477010460650000	-20.994	-8.84379	4.90009	2.79424	-0.47355	radar	2.515	-21.5568	-8.5005	-20.9959	-8.99994	-4.50202	1.74179
1477010460700000	-21.2029	-8.78775	4.86086	2.78049	-0.465014	lidar	0.28737	-21.0195	-8.85081	-21.2198	-8.90987	-4.45191	1.85972
1477010460750000	-21.4538	-8.68465	4.86809	2.74684	-0.482206	radar	1.79257	-21.8628	-8.64129	-21.4412	-8.81393	-4.39865	1.97666
1477010460800000	-21.6485	-8.65459	4.79603	2.74386	-0.463868	lidar	0.579938	-21.5029	-8.87191	-21.6597	-8.71217	-4.34224	2.0925
1477010460850000	-21.8515	-8.43101	4.75491	2.65637	-0.550934	radar	5.25897	-21.9514	-7.41274	-21.8754	-8.60465	-4.2827	2.20712
1477010460900000	-22.0402	-8.37243	4.69695	2.64602	-0.536007	lidar	0.368528	-21.9793	-8.57089	-22.0881	-8.49143	-4.22007	2.32043
1477010460950000	-22.2526	-8.24641	4.76921	2.63112	-0.504995	radar	1.95325	-22.1914	-7.70392	-22.2975	-8.37258	-4.15437	2.43232
1477010461000000	-22.4544	-8.1658	4.73681	2.61792	-0.494603	lidar	0.390299	-22.5838	-8.35296	-22.5035	-8.24817	-4.08564	2.5427
1477010461050000	-22.6319	-8.07576	4.6761	2.5986	-0.494027	radar	0.898585	-22.3177	-8.57758	-22.7061	-8.11829	-4.01391	2.65145
1477010461100000	-22.8533	-7.888	4.75122	2.55583	-0.509117	lidar	0.540536	-22.9861	-7.6724	-22.9049	-7.98301	-3.93923	2.75848
1477010461150000	-23.0476	-7.75732	4.67973	2.51056	-0.555015	radar	3.57165	-23.2693	-8.32031	-23.1	-7.84243	-3.86163	2.8637
1477010461200000	-23.2507	-7.59463	4.71565	2.47779	-0.558935	lidar	0.378999	-23.4777	-7.56583	-23.2911	-7.69663	-3.78118	2.967
1477010461250000	-23.4534	-7.45639	4.7834	2.47536	-0.50785	radar	1.77361	-23.473	-7.02103	-23.4781	-7.54572	-3.69792	3.06828
1477010461300000	-23.6304	-7.32138	4.7613	2.45355	-0.505084	lidar	0.0728568	-23.5408	-7.36069	-23.6609	-7.3898	-3.61191	3.16746
1477010461350000	-23.8322	-7.13845	4.82289	2.42709	-0.498586	radar	0.810918	-24.0505	-6.56968	-23.8393	-7.22897	-3.52321	3.26445
1477010461400000	-23.9953	-7.03856	4.7498	2.41704	-0.486821	lidar	0.449825	-23.9384	-7.26171	-24.0132	-7.06336	-3.43189	3.35916
1477010461450000	-24.1728	-6.80883	4.79776	2.36613	-0.519956	radar	1.72532	-24.3577	-5.94086	-24.1825	-6.89307	-3.33801	3.45149
