time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010461500000	-24.3445	-6.60038	4.83876	2.33038	-0.527802	lidar	0.272493	-24.2574	-6.4352	-24.347	-6.71823	-3.24166	3.54138
1477010461550000	-24.5175	-6.44725	4.79158	2.29663	-0.556174	radar	3.76596	-24.788	-7.18367	-24.5066	-6.53896	-3.14289	3.62873
1477010461600000	-24.6465	-6.31462	4.71673	2.27744	-0.550048	lidar	1.00023	-24.3008	-6.43799	-24.6612	-6.35538	-3.0418	3.71347
1477010461650000	-24.778	-6.11763	4.70907	2.23946	-0.564822	radar	0.4991	-24.6108	-6.00878	-24.8107	-6.16764	-2.93846	3.79553
1477010461700000	-24.933	-5.92064	4.73072	2.21067	-0.56491	lidar	0.320125	-25.146	-5.91902	-24.955	-5.97587	-2.83295	3.87484
1477010461750000	-25.0589	-5.68922	4.76992	2.17438	-0.566474	radar	1.76832	-24.8975	-5.02285	-25.094	-5.7802	-2.72537	3.95132
1477010461800000	-25.1861	-5.52189	4.73105	2.15221	-0.562052	lidar	0.124259	-25.1941	-5.64372	-25.2276	-5.58079	-2.61581	4.02492
1477010461850000	-25.347	-5.35341	4.74458	2.1524	-0.514619	radar	1.2612	-25.5328	-5.4399	-25.3556	-5.37777	-2.50435	4.09557
1477010461900000	-25.4806	-5.1403	4.76511	2.12504	-0.515572	lidar	0.0715923	-25.5713	-5.10241	-25.4779	-5.1713	-2.39109	4.16322
1477010461950000	-25.5917	-5.04698	4.65148	2.13735	-0.459242	radar	5.99688	-25.0178	-6.55904	-25.5946	-4.96152	-2.27613	4.22781
1477010462000000	-25.7114	-4.86014	4.63674	2.11609	-0.458091	lidar	0.0154413	-25.6952	-4.89995	-25.7055	-4.7486	-2.15956	4.2893
1477010462050000	-25.8321	-4.64925	4.66026	2.09555	-0.449703	radar	0.183595	-25.8162	-4.40681	-25.8105	-4.53268	-2.04149	4.34764
1477010462100000	-25.9508	-4.40926	4.70901	2.06696	-0.454126	lidar	0.170969	-25.9516	-4.26659	-25.9096	-4.31392	-1.92202	4.40279
1477010462150000	-26.0823	-4.191	4.69075	2.01514	-0.527819	radar	11.1932	-26.8953	-4.43966	-26.0027	-4.0925	-1.80125	4.45471
1477010462200000	-26.1836	-3.91729	4.76922	1.97861	-0.535316	lidar	0.506834	-26.1198	-3.67723	-26.0897	-3.86856	-1.67928	4.50337
1477010462250000	-26.2627	-3.67388	4.77039	1.91729	-0.608104	radar	3.41024	-26.5652	-3.85723	-26.1706	-3.64227	-1.55623	4.54875
1477010462300000	-26.3271	-3.41359	4.80788	1.87865	-0.614316	lidar	0.975825	-25.9974	-3.24722	-26.2453	-3.41381	-1.4322	4.59081
1477010462350000	-26.369	-3.1516	4.83298	1.82156	-0.660732	radar	0.842072	-26.2976	-3.01078	-26.3138	-3.18332	-1.30729	4.62954
1477010462400000	-26.4134	-2.91292	4.83226	1.78558	-0.663141	lidar	0.408263	-26.1741	-2.87885	-26.376	-2.95098	-1.18162	4.66493
1477010462450000	-26.4678	-2.72132	4.77448	1.76276	-0.651334	radar	0.98279	-26.4681	-3.44967	-26.4319	-2.71697	-1.05529	4.69696
1477010462500000	-26.5137	-2.53492	4.71131	1.7367	-0.647942	lidar	0.518226	-26.674	-2.73852	-26.4815	-2.48143	-0.928411	4.72562
1477010462550000	-26.5739	-2.28771	4.73715	1.72235	-0.609688	radar	1.13462	-26.657	-1.72382	-26.5247	-2.24456	-0.80109	4.75091
1477010462600000	-26.6075	-2.07659	4.70584	1.6944	-0.608619	lidar	0.103455	-26.6691	-2.17333	-26.5616	-2.0065	-0.673434	4.77284
1477010462650000	-26.6312	-1.8272	4.72173	1.67856	-0.569024	radar	2.48475	-26.3248	-1.32261	-26.5921	-1.76744	-0.545553	4.79141
1477010462700000	-26.6449	-1.5818	4.73353	1.64743	-0.570815	lidar	0.240397	-26.4671	-1.53207	-26.6161	-1.52753	-0.417552	4.80664
1477010462750000	-26.6333	-1.38267	4.67843	1.60356	-0.604264	radar	1.61181	-26.4998	-2.19526	-26.6338	-1.28695	-0.289538	4.81852
1477010462800000	-26.6356	-1.14794	4.67941	1.57288	-0.604604	lidar	0.00917746	-26.5998	-1.14277	-26.6451	-1.04586	-0.161616	4.8271
1477010462850000	-26.6838	-0.95721	4.62663	1.56189	-0.582381	radar	4.53833	-27.2008	-1.67679	-26.65	-0.804425	-0.0338883	4.83238
1477010462900000	-26.6814	-0.699575	4.66492	1.53251	-0.581541	lidar	0.111399	-26.7355	-0.59539	-26.6485	-0.562811	0.0935412	4.83439
1477010462950000	-26.6772	-0.436647	4.72032	1.49329	-0.607645	radar	1.85982	-26.9891	0.0351487	-26.6406	-0.321181	0.220572	4.83317
1477010463000000	-26.6464	-0.149118	4.79404	1.45962	-0.608362	lidar	0.620552	-26.4553	0.0602653	-26.6264	-0.0796947	0.347104	4.82874
1477010463050000	-26.6354	0.0887528	4.80257	1.42965	-0.61534	radar	2.24077	-26.9537	0.136943	-26.6059	0.161489	0.473041	4.82116
1477010463100000	-26.5987	0.37842	4.87751	1.39891	-0.613323	lidar	0.332405	-26.6201	0.57588	-26.5792	0.402213	0.598287	4.81045
1477010463150000	-26.5973	0.599949	4.83031	1.39455	-0.565916	radar	1.53403	-26.8241	0.381506	-26.5462	0.642323	0.722748	4.79667
1477010463200000	-26.559	0.882874	4.8956	1.36873	-0.562223	lidar	0.46711	-26.7293	1.06082	-26.5069	0.881666	0.846334	4.77986
1477010463250000	-26.5098	1.20059	4.97033	1.36939	-0.49084	radar	8.044	-25.9562	2.60409	-26.4616	1.12009	0.968955	4.76007
1477010463300000	-26.4547	1.4393	4.96471	1.34411	-0.491552	lidar	0.0243454	-26.3986	1.42212	-26.4101	1.35745	1.09053	4.73737
1477010463350000	-26.4249	1.56357	4.78339	1.33399	-0.463412	radar	8.05506	-26.5072	-0.563928	-26.3526	1.59361	1.21096	4.71181
1477010463400000	-26.366	1.7949	4.78288	1.31073	-0.463487	lidar	0.00032269	-26.3594	1.79315	-26.2891	1.82841	1.33018	4.68345
1477010463450000	-26.2989	2.01362	4.77295	1.2822	-0.475202	radar	0.13214	-26.3475	1.82827	-26.2197	2.06173	1.44811	4.65235
1477010463500000	-26.2302	2.22959	4.75601	1.25825	-0.475637	lidar	0.019805	-26.2502	2.18481	-26.1444	2.29342	1.56467	4.61859
1477010463550000	-26.1675	2.44683	4.71907	1.25022	-0.440165	radar	0.800292	-26.069	2.27896	-26.0633	2.52336	1.67979	4.58223
1477010463600000	-26.0876	2.69819	4.75949	1.22922	-0.438732	lidar	0.103729	-26.0641	2.80701	-25.9765	2.75141	1.79339	4.54334
1477010463650000	-25.9993	2.92182	4.79672	1.18505	-0.492579	radar	2.73046	-26.3234	3.02388	-25.8841	2.97746	1.90543	4.502
1477010463700000	-25.8981	3.20036	4.87907	1.16275	-0.48954	lidar	0.436647	-25.8345	3.42005	-25.7861	3.20139	2.01582	4.45828
1477010463750000	-25.8273	3.44192	4.89988	1.14552	-0.485144	radar	1.93054	-26.1824	3.73376	-25.6826	3.42306	2.12452	4.41227
1477010463800000	-25.7217	3.65914	4.89411	1.12035	-0.485954	lidar	0.0256033	-25.6666	3.63509	-25.5737	3.64239	2.23146	4.36404
1477010463850000	-25.6033	3.83466	4.84426	1.08648	-0.50023	radar	1.06668	-25.5773	3.13316	-25.4596	3.85924	2.3366	4.31367
1477010463900000	-25.5023	4.03179	4.81787	1.06302	-0.499465	lidar	0.440043	-25.7492	3.99968	-25.3402	4.07353	2.43989	4.26125
1477010463950000	-25.3805	4.21311	4.77869	1.03542	-0.500607	radar	0.47755	-25.3516	3.75691	-25.2157	4.28514	2.54127	4.20686
1477010464000000	-25.2418	4.4454	4.82278	1.01046	-0.499695	lidar	0.406353	-25.0214	4.52803	-25.0863	4.49399	2.64071	4.15058
1477010464050000	-25.0666	4.62699	4.77909	0.98539	-0.47831	radar	8.91292	-24.2719	4.30917	-24.9518	4.69998	2.73817	4.09251
1477010464100000	-24.9362	4.83367	4.78958	0.963446	-0.476515	lidar	0.0898356	-25.0363	4.88499	-24.8126	4.90303	2.83361	4.03273
1477010464150000	-24.7674	5.02273	4.79108	0.933988	-0.477965	radar	2.03252	-24.3609	4.95947	-24.6686	5.10304	2.92701	3.97132
1477010464200000	-24.6126	5.245	4.83721	0.912507	-0.474986	lidar	0.186204	-24.5041	5.35293	-24.5201	5.29995	3.01833	3.90839
1477010464250000	-24.4379	5.41518	4.87078	0.865812	-0.519148	radar	0.934168	-24.4379	5.24592	-24.367	5.49367	3.10754	3.84401
1477010464300000	-24.2691	5.60667	4.88605	0.839311	-0.519229	lidar	0.166188	-24.1159	5.61152	-24.2095	5.68414	3.19464	3.77827
1477010464350000	-24.1199	5.722	4.83237	0.795426	-0.553426	radar	3.06515	-24.5638	4.75836	-24.0477	5.8713	3.27959	3.71127
1477010464400000	-23.9453	5.90367	4.84871	0.769072	-0.551934	lidar	0.0204764	-23.9153	5.94377	-23.8818	6.05508	3.36239	3.64309
1477010464450000	-23.8006	6.10219	4.74949	0.78099	-0.471214	radar	4.07234	-23.5491	6.44495	-23.7117	6.23542	3.44302	3.57383
1477010464500000	-23.6306	6.27151	4.75428	0.75822	-0.470429	lidar	0.00487798	-23.6471	6.29102	-23.5377	6.41227	3.52148	3.50357
1477010464550000	-23.4926	6.44948	4.71433	0.753919	-0.439152	radar	1.33071	-23.7544	6.53746	-23.3598	6.58559	3.59775	3.4324
1477010464600000	-23.292	6.67092	4.80597	0.739974	-0.430087	lidar	0.904113	-23.0099	6.86182	-23.1781	6.75533	3.67185	3.36041
1477010464650000	-23.09	6.75709	4.72844	0.700435	-0.443308	radar	5.47699	-22.7862	5.74143	-22.9928	6.92146	3.74376	3.28768
1477010464700000	-22.8895	6.94673	4.78726	0.683593	-0.437564	lidar	0.385771	-22.6991	7.063	-22.804	7.08393	3.8135	3.21431
1477010464750000	-22.6671	7.06106	4.81436	0.638032	-0.473489	radar	1.86438	-22.418	6.76159	-22.6117	7.24273	3.88106	3.14038
1477010464800000	-22.4697	7.22258	4.83928	0.618504	-0.469525	lidar	0.0788819	-22.5083	7.31524	-22.4161	7.39782	3.94647	3.06598
1477010464850000	-22.2251	7.37491	4.9904	0.569909	-0.524263	radar	2.68218	-22.0543	7.85452	-22.2173	7.54917	4.00974	2.99118
1477010464900000	-22.0161	7.53465	5.01824	0.55068	-0.517835	lidar	0.415538	-22.1947	7.69478	-22.0154	7.69679	4.07087	2.91607
1477010464950000	-21.8243	7.78265	5.02543	0.577603	-0.438076	radar	6.28676	-21.6178	9.0351	-21.8105	7.84064	4.12989	2.84074
1477010465000000	-21.614	7.92042	5.02723	0.556502	-0.437363	lidar	0.0104986	-21.6473	7.94	-21.6026	7.98072	4.18681	2.76526
1477010465050000	-21.4413	8.04611	4.95839	0.545845	-0.41809	radar	1.69307	-21.8637	7.78661	-21.392	8.11703	4.24166	2.68971
1477010465100000	-21.237	8.11532	4.89253	0.511275	-0.430752	lidar	0.787882	-21.0853	7.83229	-21.1787	8.24957	4.29447	2.61417
1477010465150000	-21.0206	8.34067	4.89862	0.538707	-0.352888	radar	4.91735	-20.5503	9.28616	-20.9628	8.37833	4.34526	2.53871
1477010465200000	-20.8234	8.46048	4.88226	0.521616	-0.35277	lidar	0.383434	-21.0519	8.50983	-20.7444	8.50333	4.39406	2.46341
1477010465250000	-20.5471	8.61557	5.03833	0.489965	-0.38722	radar	4.0726	-19.9265	9.40847	-20.5237	8.62457	4.4409	2.38835
1477010465300000	-20.319	8.73057	5.04166	0.469505	-0.388064	lidar	0.095102	-20.21	8.68914	-20.3006	8.74206	4.48582	2.31358
1477010465350000	-20.1234	8.87423	4.96561	0.479577	-0.335297	radar	1.4827	-20.2277	8.8532	-20.0753	8.85583	4.52884	2.23919
1477010465400000	-19.9209	8.95599	4.91873	0.456383	-0.341323	lidar	0.22324	-20.0633	8.86724	-19.848	8.96589	4.57001	2.16524
1477010465450000	-19.7322	9.0647	4.82671	0.457311	-0.3044	radar	1.22091	-19.9264	8.78179	-19.6186	9.07227	4.60937	2.09179
1477010465500000	-19.5254	9.13487	4.7846	0.433565	-0.311998	lidar	0.235784	-19.4861	8.96665	-19.3873	9.17499	4.64694	2.01891
1477010465550000	-19.2443	9.30128	4.94928	0.421604	-0.32077	radar	4.04855	-18.5719	10.2069	-19.1542	9.27409	4.68278	1.94666
1477010465600000	-19.006	9.38434	4.94678	0.399721	-0.325631	lidar	1.00986	-18.6786	9.19191	-18.9193	9.36959	4.71692	1.8751
1477010465650000	-18.811	9.42863	4.89529	0.3664	-0.35041	radar	1.7655	-19.2825	8.98189	-18.6827	9.46154	4.7494	1.80429
1477010465700000	-18.5732	9.51657	4.90642	0.348597	-0.350455	lidar	0.171934	-18.4242	9.46852	-18.4446	9.54996	4.78028	1.73429
1477010465750000	-18.3072	9.48808	4.96548	0.274376	-0.434283	radar	6.5352	-18.1634	8.72444	-18.2049	9.63492	4.80959	1.66514
1477010465800000	-18.0337	9.60194	5.04207	0.264072	-0.4234	lidar	0.651096	-17.7736	9.72478	-17.9639	9.71643	4.83737	1.59691
1477010465850000	-17.767	9.71499	5.01554	0.270492	-0.374641	radar	3.29766	-17.2296	9.97767	-17.7214	9.79457	4.86368	1.52964
1477010465900000	-17.5039	9.80959	5.06109	0.259123	-0.367405	lidar	0.242432	-17.3436	9.88109	-17.4777	9.86936	4.88856	1.46338
1477010465950000	-17.2481	9.90255	5.10051	0.248127	-0.361861	radar	0.374761	-17.1554	10.212	-17.2328	9.94087	4.91205	1.39818
1477010466000000	-16.9793	10.0018	5.15235	0.240403	-0.351944	lidar	0.242709	-16.8876	10.145	-16.9868	10.0091	4.93421	1.33408
1477010466050000	-16.7201	10.0703	5.15921	0.227046	-0.344911	radar	0.137804	-16.5958	10.1078	-16.7396	10.0743	4.95507	1.27113
1477010466100000	-16.4603	10.1537	5.1878	0.217531	-0.337828	lidar	0.205977	-16.5153	10.3091	-16.4915	10.1362	4.97469	1.20937
1477010466150000	-16.1944	10.2452	5.22748	0.211458	-0.327753	radar	0.494618	-16.09	10.5824	-16.2424	10.1952	4.99311	1.14883
1477010466200000	-15.953	10.2753	5.19583	0.188589	-0.333784	lidar	0.0928794	-16.006	10.1843	-15.9924	10.2511	5.01039	1.08956
1477010466250000	-15.7057	10.3492	5.15899	0.189069	-0.305268	radar	0.425057	-15.7234	10.41	-15.7416	10.3041	5.02655	1.03159
1477010466300000	-15.4778	10.3554	5.10289	0.162169	-0.316033	lidar	0.29844	-15.5699	10.1904	-15.4899	10.3543	5.04166	0.974957
1477010466350000	-15.1244	10.4242	5.33867	0.1352	-0.350975	radar	7.09367	-14.2385	10.9109	-15.2376	10.4016	5.05576	0.919692
1477010466400000	-14.8663	10.4551	5.32938	0.116747	-0.351908	lidar	0.0372259	-14.9365	10.4722	-14.9846	10.4462	5.06889	0.865828
1477010466450000	-14.6472	10.4484	5.11311	0.11451	-0.299583	radar	6.94909	-14.724	9.63507	-14.7309	10.4882	5.0811	0.813394
1477010466500000	-14.4135	10.4369	5.06615	0.08775	-0.310395	lidar	0.363846	-14.4088	10.222	-14.4766	10.5276	5.09243	0.762418
1477010466550000	-14.139	10.4706	5.09422	0.0771795	-0.3038	radar	0.450418	-13.9005	10.5238	-14.2218	10.5645	5.10293	0.712926
1477010466600000	-13.8449	10.5609	5.18238	0.0841823	-0.283038	lidar	1.15232	-13.8049	10.9383	-13.9665	10.5989	5.11263	0.664944
1477010466650000	-13.5761	10.6502	5.12916	0.11106	-0.21633	radar	2.12998	-13.3956	10.7857	-13.7107	10.631	5.12159	0.618496
1477010466700000	-13.3342	10.6574	5.10302	0.0938711	-0.222244	lidar	0.0937466	-13.3556	10.5517	-13.4545	10.6608	5.12983	0.573603
1477010466750000	-13.064	10.6886	5.14581	0.0816015	-0.228588	radar	0.202445	-12.9374	10.8137	-13.1979	10.6884	5.13741	0.530288
1477010466800000	-12.8019	10.7392	5.16928	0.0795164	-0.220305	lidar	0.701866	-12.9591	11.0099	-12.9409	10.7138	5.14436	0.48857
1477010466850000	-12.5091	10.8353	5.21782	0.0999704	-0.180734	radar	1.44177	-12.2518	11.2495	-12.6836	10.7373	5.15071	0.448467
1477010466900000	-12.2804	10.8189	5.15788	0.0778952	-0.192472	lidar	0.425459	-12.3713	10.6091	-12.426	10.7587	5.15651	0.409997
1477010466950000	-12.0149	10.8678	5.14802	0.0856831	-0.16477	radar	0.337076	-11.9352	10.9161	-12.1681	10.7783	5.16179	0.373177
1477010467000000	-11.7674	10.8969	5.1411	0.0795603	-0.163058	lidar	0.38771	-11.9451	11.0515	-11.91	10.7961	5.16658	0.338022
1477010467050000	-11.4584	10.9357	5.21929	0.0778862	-0.156949	radar	1.96806	-10.9703	10.9676	-11.6516	10.8121	5.17092	0.304546
1477010467100000	-11.2275	10.9363	5.17211	0.0638794	-0.162425	lidar	0.387768	-11.4548	10.9407	-11.393	10.8265	5.17484	0.272761
1477010467150000	-11.0165	10.8018	5.20535	-0.0316812	-0.301433	radar	8.23076	-11.3472	10.5111	-11.1342	10.8394	5.17836	0.242681
1477010467200000	-10.7468	10.7901	5.21786	-0.0470867	-0.30156	lidar	0.230866	-10.6009	10.6823	-10.8753	10.8509	5.18153	0.214317
1477010467250000	-10.5059	10.7849	5.17295	-0.0564781	-0.29083	radar	0.364089	-10.6563	10.8369	-10.6161	10.8609	5.18435	0.187679
1477010467300000	-10.2602	10.7697	5.15727	-0.0713147	-0.291343	lidar	0.244369	-10.4142	10.8747	-10.3569	10.8697	5.18687	0.162776
1477010467350000	-9.99729	10.8653	5.03142	-0.0197491	-0.183059	radar	6.75273	-9.90413	11.2255	-10.0976	10.8772	5.1891	0.139618
1477010467400000	-9.74046	10.8803	5.04736	-0.0224825	-0.177217	lidar	0.417034	-9.83445	11.1032	-9.83809	10.8837	5.19106	0.118212
1477010467450000	-9.58526	10.8039	4.87599	-0.0534905	-0.193238	radar	3.63579	-10.195	10.3498	-9.57852	10.8891	5.19278	0.0985664
1477010467500000	-9.32262	10.8174	4.91299	-0.054081	-0.18499	lidar	0.358057	-9.3066	11.0348	-9.31887	10.8936	5.19428	0.0806865
1477010467550000	-9.11265	10.7654	4.81605	-0.0690595	-0.179171	radar	1.729	-9.2226	10.3527	-9.05915	10.8972	5.19557	0.0645787
1477010467600000	-8.8431	10.7848	4.87	-0.0653741	-0.167603	lidar	0.644414	-8.78899	11.0707	-8.79937	10.9001	5.19667	0.050248
1477010467650000	-8.65959	10.6898	4.74085	-0.0964411	-0.18165	radar	4.07932	-8.83914	10.0319	-8.53953	10.9023	5.19759	0.0376992
1477010467700000	-8.44839	10.6541	4.70307	-0.110828	-0.186707	lidar	0.224967	-8.62045	10.6577	-8.27965	10.9039	5.19835	0.0269359
1477010467750000	-8.16444	10.7098	4.74452	-0.0812138	-0.13579	radar	2.39973	-7.91543	11.1157	-8.01974	10.905	5.19896	0.0179617
1477010467800000	-7.86083	10.7418	4.8544	-0.0673343	-0.116158	lidar	1.46415	-7.51971	11.0005	-7.75979	10.9057	5.19942	0.0107791
1477010467850000	-7.5707	10.7602	4.88558	-0.0455294	-0.0718956	radar	1.76277	-7.25987	10.6458	-7.49981	10.9061	5.19975	0.00539029
1477010467900000	-7.30275	10.7641	4.92476	-0.0429427	-0.0662665	lidar	0.189094	-7.15631	10.815	-7.23983	10.9063	5.19994	0.00179692
1477010467950000	-7.07721	10.8143	4.85491	-0.00794449	-0.00313034	radar	3.05049	-7.39396	11.0181	-6.97983	10.9064	5.2	-7.84874e-15
