-0.0298	2.8377	0	0	-0.0298	2.8377	0	2.75	0	1
-0.104365	3.2896	-0.188986	1.42059	-0.114829	3.26978	-0.022	3.0991	-0.1097	0.994
-0.142287	3.71413	-0.0892879	1.11333	-0.1408	3.693	-0.0938	3.4924	-0.2334	0.9724
-0.176927	4.0864	-0.0767866	0.697916	-0.180831	4.17328	-0.2143	3.8735	-0.3535	0.9354
-0.304632	4.28534	-0.353044	0.470927	-0.3154	4.2705	-0.3817	4.2365	-0.4679	0.8838
-0.393213	4.32753	-0.281001	0.756035	-0.353145	3.92183	-0.5932	4.5757	-0.575	0.8181
-0.729087	4.74812	-0.905068	1.09422	-0.7548	4.7725	-0.8456	4.8857	-0.673	0.7396
-1.03896	5.04424	-0.740175	0.594164	-1.03897	5.05003	-1.1348	5.1616	-0.7604	0.6494
-1.63855	5.18712	-1.53304	0.345006	-1.6676	5.176	-1.4564	5.3991	-0.8358	0.549
-1.74241	5.74175	0.00914	1.04151	-1.71677	6.03143	-1.8051	5.5945	-0.898	0.4399
-2.19314	5.86632	-1.13012	0.294761	-2.2315	5.8341	-2.1756	5.7445	-0.9461	0.3239
-2.50053	6.03271	-0.744208	0.428346	-2.47331	6.03408	-2.562	5.847	-0.9792	0.2028
-2.91279	6.12222	-1.01476	0.223368	-2.921	6.1132	-2.9582	5.9002	-0.9969	0.0785
-3.56351	5.91613	-1.73158	-0.458586	-3.54684	5.77463	-3.3579	5.9033	-0.9989	-0.0471
-3.88105	5.82189	-0.82632	-0.298317	-3.8464	5.818	-3.7549	5.8563	-0.9851	-0.1719
-4.26406	5.78794	-0.928825	-0.120724	-4.3055	5.84591	-4.1429	5.76	-0.9558	-0.294
-4.69914	5.85288	-1.12018	0.192173	-4.713	5.873	-4.5157	5.6157	-0.9114	-0.4115
-5.2538	5.73896	-1.24565	-0.505555	-5.355	5.77473	-4.8675	5.4259	-0.8526	-0.5225
-5.26312	5.16359	0.102922	-1.60169	-5.1802	5.0836	-5.1927	5.1935	-0.7804	-0.6252
-5.51188	4.9462	-0.502673	-0.613287	-5.71749	5.17456	-5.4863	4.9222	-0.6959	-0.7181
-5.69301	4.75913	-0.46403	-0.471065	-5.6933	4.7651	-5.7435	4.6162	-0.6004	-0.7997
-6.0344	4.25993	-0.999618	-1.21522	-5.98373	4.14035	-5.9603	4.2804	-0.4955	-0.8686
-6.02643	3.91309	0.0436462	-0.975779	-5.9739	3.906	-6.1333	3.92	-0.3827	-0.9239
